,League,Player,Team,age,captain,current_value,date_mined_social,ig_confidence,ig_followers,ig_posts,ig_verified,position,primary_nationality,secondary_nationality,tw_confidence,tw_created,tw_followers,tw_statuses,tw_verified,max_reach,activity,reach,PFI
235,SPL,Jamie McCart,St. Johnstone FC,"Jun 20, 1997 (24)",0,450000,16/12/2021 12:54,1.0,2775.0,68.0,False,Centre-Back,Scotland,Null,1.0,2012-08-28 18:52:29+00:00,4511.0,2676.0,True,4511.0,2676.0,4306.167953527774,9.56926211895061
236,SPL,Liam Gordon,St. Johnstone FC,"Jan 26, 1996 (25)",1,450000,16/12/2021 12:54,1.0,3375.0,212.0,True,Centre-Back,Scotland,Null,1.0,2012-05-19 21:08:25+00:00,2590.0,2592.0,False,3375.0,2592.0,3175.350962120295,7.056335471378433
237,SPL,Efe Ambrose,St. Johnstone FC,"Oct 18, 1988 (33)",0,315000,16/12/2021 12:54,0.5,3508.0,15.0,False,Centre-Back,Nigeria,Null,0.0,,0.0,0.0,,3508.0,15.0,3306.1297349630886,10.495649952263774
238,SPL,Hayden Muller,St. Johnstone FC,"Feb 7, 2002 (19)",0,45000,16/12/2021 12:54,1.0,3273.0,15.0,False,Centre-Back,England,Null,0.5,2020-02-06 07:12:14+00:00,1454.0,39.0,False,3273.0,39.0,3075.3445479849934,68.34098995522208
239,SPL,Lars Dendoncker,St. Johnstone FC,"Apr 3, 2001 (20)",0,0,16/12/2021 12:54,1.0,3051.0,19.0,False,Centre-Back,Belgium,Null,0.0,,0.0,0.0,,3051.0,19.0,2858.5540118600993,inf
240,SPL,Reece Devine,St. Johnstone FC,"Dec 18, 2001 (19)",0,0,16/12/2021 12:54,1.0,27492.0,77.0,True,Left-Back,England,Null,0.0,,0.0,0.0,,27492.0,77.0,27492.0,inf
241,SPL,Shaun Rooney,St. Johnstone FC,"Jul 26, 1996 (25)",0,675000,16/12/2021 12:54,1.0,8126.0,156.0,False,Right-Back,Scotland,Null,0.5,2015-04-15 16:55:12+00:00,4868.0,1347.0,False,8126.0,1347.0,8112.527145104684,12.01855873348842
242,SPL,James Brown,St. Johnstone FC,"Jan 12, 1998 (23)",0,135000,16/12/2021 12:54,1.0,2231.0,21.0,False,Right-Back,Malta,England,1.0,2013-07-29 17:52:10+00:00,2493.0,389.0,True,2493.0,389.0,2318.9154060268665,17.17715115575457
243,SPL,Liam Craig,St. Johnstone FC,"Dec 27, 1986 (34)",0,315000,16/12/2021 12:54,0.5,973.0,4.0,False,Defensive Midfield,Scotland,Null,1.0,2015-06-17 11:59:45+00:00,3533.0,720.0,False,3533.0,720.0,3330.7600145225706,10.57384131594467
244,SPL,Ali Crawford,St. Johnstone FC,"Jul 30, 1991 (30)",0,495000,16/12/2021 12:54,1.0,3280.0,315.0,True,Central Midfield,Scotland,Null,1.0,2011-03-23 15:22:29+00:00,5023.0,1812.0,True,5023.0,1812.0,4826.043446690064,9.749582720585988
245,SPL,Craig Bryson,St. Johnstone FC,"Nov 6, 1986 (35)",0,360000,16/12/2021 12:54,0.5,3412.0,113.0,False,Central Midfield,Scotland,Null,1.0,2017-10-09 10:19:06+00:00,12057.0,217.0,False,12057.0,217.0,12057.0,33.49166666666667
246,SPL,Murray Davidson,St. Johnstone FC,"Mar 7, 1988 (33)",0,270000,16/12/2021 12:54,1.0,1596.0,11.0,False,Central Midfield,Scotland,Null,0.5,2012-04-06 21:42:52+00:00,3199.0,1245.0,False,3199.0,1245.0,3002.948493283311,11.122031456604855
247,SPL,Glenn Middleton,St. Johnstone FC,"Jan 1, 2000 (21)",0,495000,16/12/2021 12:54,1.0,57001.0,42.0,True,Left Winger,Scotland,England,1.0,2014-06-18 07:49:27+00:00,37404.0,898.0,True,57001.0,898.0,57001.0,115.15353535353535
248,SPL,Viv Solomon-Otabor,St. Johnstone FC,"Jan 2, 1996 (25)",0,360000,16/12/2021 12:54,1.0,14656.0,60.0,True,Left Winger,Nigeria,England,1.0,2011-05-08 14:15:48+00:00,6954.0,1696.0,True,14656.0,1696.0,14656.0,40.71111111111111
249,SPL,Stevie May,St. Johnstone FC,"Nov 3, 1992 (29)",0,450000,16/12/2021 12:54,1.0,10936.0,325.0,True,Centre-Forward,Scotland,Null,1.0,2011-08-13 10:12:28+00:00,20294.0,3668.0,False,20294.0,3668.0,20294.0,45.09777777777778
250,SPL,Chris Kane,St. Johnstone FC,"Sep 5, 1994 (27)",0,383000,16/12/2021 12:54,1.0,2767.0,213.0,True,Centre-Forward,Scotland,Null,1.0,2011-05-02 11:06:16+00:00,2478.0,2458.0,False,2767.0,2458.0,2582.9574972770183,6.744014353203703
251,SPL,Eetu Vertainen,St. Johnstone FC,"May 11, 1999 (22)",0,180000,16/12/2021 12:54,0.5,1708.0,21.0,False,Centre-Forward,Finland,Null,0.0,,0.0,0.0,,1708.0,21.0,1572.5051434103837,8.736139685613242
252,SPL,Max Stryjek,Livingston FC,"Jul 18, 1996 (25)",0,338000,16/12/2021 12:54,1.0,1068.0,45.0,True,Goalkeeper,Poland,Null,1.0,2013-05-07 07:23:06+00:00,4888.0,482.0,False,4888.0,482.0,4688.350962120296,13.87086083467543
253,SPL,Gary Maley,Livingston FC,"Aug 3, 1982 (39)",0,23000,16/12/2021 12:54,1.0,1297.0,35.0,False,Goalkeeper,Scotland,Null,1.0,2014-07-20 08:37:29+00:00,593.0,239.0,False,1297.0,239.0,1187.6583323248215,51.63731879673137
254,SPL,Ayo Obileye,Livingston FC,"Sep 2, 1994 (27)",0,315000,16/12/2021 12:54,1.0,3093.0,43.0,False,Centre-Back,England,Nigeria,1.0,2010-07-01 22:06:58+00:00,3129.0,5372.0,True,3129.0,5372.0,2934.587728427932,9.316151518818831
255,SPL,Jack Fitzwater,Livingston FC,"Sep 23, 1997 (24)",0,293000,16/12/2021 12:54,1.0,2413.0,74.0,False,Centre-Back,England,Null,1.0,2011-05-11 16:00:30+00:00,4278.0,8438.0,False,4278.0,8438.0,4071.684739198838,13.89653494607112
256,SPL,Tom Parkes,Livingston FC,"Jan 15, 1992 (29)",0,135000,16/12/2021 12:54,1.0,3067.0,43.0,False,Centre-Back,England,Null,0.5,2011-02-16 10:02:59+00:00,4523.0,718.0,False,4523.0,718.0,4318.279922546291,31.987258685528086
257,SPL,Adam Lewis,Livingston FC,"Nov 8, 1999 (22)",0,450000,16/12/2021 12:54,1.0,66672.0,207.0,True,Left-Back,England,Null,0.0,,0.0,0.0,,66672.0,207.0,66672.0,148.16
258,SPL,Sean Kelly,Livingston FC,"Nov 1, 1993 (28)",0,270000,16/12/2021 12:54,0.5,1110.0,63.0,False,Left-Back,Scotland,Null,0.5,2010-04-09 15:26:24+00:00,1491.0,3817.0,False,1491.0,3817.0,1368.8040421154544,5.069644600427608
259,SPL,Jackson Longridge,Livingston FC,"Apr 12, 1995 (26)",0,248000,16/12/2021 12:54,1.0,2838.0,125.0,True,Left-Back,Scotland,Null,1.0,2019-06-07 15:00:08+00:00,251.0,77.0,False,2838.0,125.0,2651.6736052281253,10.692232279145665
260,SPL,James Penrice,Livingston FC,"Dec 22, 1998 (22)",0,180000,16/12/2021 12:54,1.0,4296.0,41.0,False,Left-Back,Scotland,Null,1.0,2018-11-21 22:17:11+00:00,812.0,216.0,True,4296.0,216.0,4089.752486990197,22.720847149945538
261,SPL,Nicky Devlin,Livingston FC,"Oct 17, 1993 (28)",1,540000,16/12/2021 12:54,1.0,2640.0,101.0,False,Right-Back,Scotland,Null,1.0,2017-12-07 15:05:55+00:00,1973.0,1158.0,False,2640.0,1158.0,2460.34708943483,4.556198313768204
262,SPL,Marvin Bartley,Livingston FC,"Jul 4, 1986 (35)",0,270000,16/12/2021 12:54,1.0,11327.0,81.0,True,Defensive Midfield,England,Jamaica,1.0,2011-01-16 00:05:47+00:00,23831.0,12321.0,True,23831.0,12321.0,23831.0,88.26296296296296
263,SPL,Stephane Omeonga,Livingston FC,"Mar 27, 1996 (25)",0,540000,16/12/2021 12:54,1.0,16474.0,194.0,True,Central Midfield,Belgium,DR Congo,1.0,2017-03-13 22:23:52+00:00,5704.0,764.0,False,16474.0,764.0,16474.0,30.507407407407406
264,SPL,Ben Williamson,Livingston FC,"Aug 7, 2001 (20)",0,180000,16/12/2021 12:54,1.0,10476.0,56.0,False,Central Midfield,Scotland,Null,1.0,2017-12-09 08:17:54+00:00,1684.0,258.0,False,10476.0,258.0,10476.0,58.2
265,SPL,Alan Forrest,Livingston FC,"Sep 9, 1996 (25)",0,450000,16/12/2021 12:54,1.0,3293.0,13.0,False,Right Midfield,Scotland,Null,0.5,2011-12-06 15:53:31+00:00,1369.0,2234.0,False,3293.0,2234.0,3094.933801282827,6.877630669517394
266,SPL,Keaghan Jacobs,Livingston FC,"Sep 9, 1989 (32)",0,270000,16/12/2021 12:54,1.0,1653.0,222.0,False,Right Midfield,South Africa,Scotland,1.0,2011-08-16 12:33:46+00:00,1580.0,3206.0,False,1653.0,3206.0,1520.7680019363427,5.6324740812457135
267,SPL,Cristian Montano,Livingston FC,"Dec 11, 1991 (29)",0,68000,16/12/2021 12:54,1.0,6247.0,112.0,False,Left Midfield,Colombia,England,0.0,,0.0,0.0,,6247.0,112.0,6094.58620355803,89.62626769938281
268,SPL,Andrew Shinnie,Livingston FC,"Jul 17, 1989 (32)",0,360000,16/12/2021 12:54,1.0,8767.0,167.0,False,Attacking Midfield,Scotland,Null,1.0,2011-04-07 14:31:16+00:00,17669.0,3112.0,True,17669.0,3112.0,17669.0,49.080555555555556
269,SPL,Odin Bailey,Livingston FC,"Dec 8, 1999 (21)",0,135000,16/12/2021 12:54,1.0,13798.0,83.0,True,Attacking Midfield,England,Null,0.5,2018-04-02 12:37:12+00:00,5050.0,209.0,False,13798.0,209.0,13798.0,102.2074074074074
270,SPL,Craig Sibbald,Livingston FC,"May 18, 1995 (26)",0,360000,16/12/2021 12:54,0.5,4487.0,28.0,False,Left Winger,Scotland,Null,1.0,2013-08-29 21:24:43+00:00,2083.0,631.0,False,4487.0,631.0,4281.954471741498,11.894317977059718
271,SPL,Bruce Anderson,Livingston FC,"Sep 23, 1998 (23)",0,315000,16/12/2021 12:54,1.0,16705.0,122.0,True,Centre-Forward,Scotland,Null,1.0,2011-08-02 21:26:42+00:00,7364.0,2818.0,True,16705.0,2818.0,16705.0,53.03174603174603
272,SPL,Jack Hamilton,Livingston FC,"Jun 30, 2000 (21)",0,225000,16/12/2021 12:54,1.0,2436.0,93.0,False,Centre-Forward,Scotland,Null,1.0,2017-09-02 18:37:48+00:00,826.0,442.0,False,2436.0,442.0,2264.2152729033037,10.06317899068135
273,SPL,Harry Sharp,Dundee FC,"Apr 4, 2001 (20)",0,23000,16/12/2021 12:54,0.5,2190.0,19.0,False,Goalkeeper,Scotland,Null,0.5,2015-07-15 08:41:39+00:00,438.0,903.0,False,2190.0,903.0,2029.043083625802,88.21926450546964
274,SPL,Lee Ashcroft,Dundee FC,"Aug 29, 1993 (28)",0,360000,16/12/2021 12:54,0.5,590.0,116.0,False,Centre-Back,Scotland,Null,0.5,2011-12-08 18:43:47+00:00,2409.0,1264.0,False,2409.0,1264.0,2238.33213118722,6.217589253297834
275,SPL,Jordan McGhee,Dundee FC,"Jul 24, 1996 (25)",0,270000,16/12/2021 12:54,0.5,5050.0,103.0,False,Centre-Back,Scotland,Null,1.0,2012-02-29 16:00:08+00:00,7393.0,2366.0,True,7393.0,2366.0,7315.160111339707,27.09318559755447
276,SPL,Ryan Sweeney,Dundee FC,"Apr 15, 1997 (24)",0,225000,16/12/2021 12:54,0.5,3889.0,129.0,False,Centre-Back,Ireland,England,1.0,2012-09-03 11:03:18+00:00,4282.0,3777.0,True,4282.0,3777.0,4075.699116543628,18.114218295749456
277,SPL,Liam Fontaine,Dundee FC,"Jan 7, 1986 (35)",0,135000,16/12/2021 12:54,1.0,1640.0,60.0,False,Centre-Back,England,Null,1.0,2015-03-13 17:39:26+00:00,11557.0,1528.0,True,11557.0,1528.0,11557.0,85.60740740740741
278,SPL,Corey Panter,Dundee FC,"Oct 19, 2000 (21)",0,90000,16/12/2021 12:54,0.5,1800.0,0.0,False,Centre-Back,England,Null,0.5,2013-04-01 09:25:43+00:00,532.0,3.0,False,1800.0,3.0,1659.2109403364395,18.435677114849327
279,SPL,Christie Elliott,Dundee FC,"May 26, 1991 (30)",0,270000,16/12/2021 12:54,1.0,3177.0,98.0,False,Right-Back,England,Null,1.0,2011-10-24 13:47:49+00:00,2929.0,2588.0,False,3177.0,2588.0,2981.450901609585,11.042410746702165
280,SPL,Cammy Kerr,Dundee FC,"Sep 10, 1995 (26)",0,225000,16/12/2021 12:54,1.0,4044.0,70.0,False,Right-Back,Scotland,Null,1.0,2008-05-16 19:09:49+00:00,8958.0,78376.0,True,8958.0,78376.0,8958.0,39.81333333333333
281,SPL,Charlie Adam,Dundee FC,"Dec 10, 1985 (35)",1,360000,16/12/2021 12:54,1.0,49196.0,913.0,True,Central Midfield,Scotland,Null,1.0,2011-04-24 14:32:10+00:00,452055.0,12893.0,True,452055.0,12893.0,452055.0,1255.7083333333333
282,SPL,Shaun Byrne,Dundee FC,"Jun 9, 1993 (28)",0,315000,16/12/2021 12:54,0.5,3824.0,629.0,False,Central Midfield,Scotland,Null,0.0,,0.0,0.0,,3824.0,629.0,3618.5693331719717,11.487521692609434
283,SPL,Paul McMullan,Dundee FC,"Feb 25, 1996 (25)",0,383000,16/12/2021 12:54,1.0,6366.0,219.0,False,Right Midfield,Scotland,Null,1.0,2011-04-24 17:58:57+00:00,3933.0,988.0,False,6366.0,988.0,6219.850877405301,16.239819523251438
284,SPL,Luke McCowan,Dundee FC,"Dec 9, 1997 (23)",0,293000,16/12/2021 12:54,1.0,1859.0,37.0,False,Right Winger,Scotland,Null,0.5,2012-02-26 15:24:38+00:00,700.0,581.0,False,1859.0,581.0,1714.923562870628,5.852981443244464
285,SPL,Leigh Griffiths,Dundee FC,"Aug 20, 1990 (31)",0,1080000,16/12/2021 12:54,1.0,175885.0,177.0,True,Centre-Forward,Scotland,Null,0.0,,0.0,0.0,,175885.0,177.0,175885.0,162.8564814814815
286,SPL,Jason Cummings,Dundee FC,"Aug 1, 1995 (26)",0,450000,16/12/2021 12:54,1.0,87645.0,525.0,True,Centre-Forward,Scotland,Null,1.0,2014-05-07 17:07:04+00:00,70899.0,1394.0,True,87645.0,1394.0,87645.0,194.76666666666668
287,SPL,Danny Mullen,Dundee FC,"Mar 1, 1995 (26)",0,315000,16/12/2021 12:54,1.0,3563.0,217.0,False,Centre-Forward,Scotland,Null,1.0,2013-07-22 20:15:55+00:00,2795.0,445.0,True,3563.0,445.0,3360.3363185283797,10.667734344534539
288,SPL,Cillian Sheridan,Dundee FC,"Feb 23, 1989 (32)",0,180000,16/12/2021 12:54,1.0,15499.0,912.0,True,Centre-Forward,Ireland,Null,1.0,2011-06-12 22:07:41+00:00,38898.0,11880.0,True,38898.0,11880.0,38898.0,216.1
289,SPL,Alex Jakubiak,Dundee FC,"Aug 27, 1996 (25)",0,90000,16/12/2021 12:54,1.0,7844.0,153.0,True,Centre-Forward,Scotland,England,1.0,2012-05-29 13:54:46+00:00,5722.0,1527.0,True,7844.0,1527.0,7804.224664165557,86.7136073796173
290,SPL,Ross Laidlaw,Ross County FC,"Jul 12, 1992 (29)",0,360000,16/12/2021 12:54,0.5,1302.0,30.0,False,Goalkeeper,Scotland,Null,0.0,,0.0,0.0,,1302.0,30.0,1192.3155996611401,3.3119877768365007
291,SPL,Ross Munro,Ross County FC,"Apr 1, 2000 (21)",0,90000,16/12/2021 12:54,0.5,2363.0,79.0,False,Goalkeeper,Scotland,Null,0.0,,0.0,0.0,,2363.0,79.0,2194.2755657751422,24.3808396197238
292,SPL,Ashley Maynard-Brewer,Ross County FC,"Jun 25, 1999 (22)",0,45000,16/12/2021 12:54,1.0,2665.0,34.0,False,Goalkeeper,Australia,Null,0.0,,0.0,0.0,,2665.0,34.0,2484.4521360280773,55.21004746729061
293,SPL,Coll Donaldson,Ross County FC,"Apr 9, 1995 (26)",0,360000,16/12/2021 12:54,1.0,2921.0,185.0,False,Centre-Back,Scotland,Null,1.0,2011-01-13 21:14:06+00:00,3759.0,10827.0,True,3759.0,10827.0,3554.10424785187,9.872511799588526
294,SPL,Jack Baldwin,Ross County FC,"Jun 30, 1993 (28)",0,293000,16/12/2021 12:54,0.5,6783.0,109.0,False,Centre-Back,England,Null,0.5,2010-06-21 22:25:40+00:00,10579.0,2906.0,False,10579.0,2906.0,10579.0,36.10580204778157
295,SPL,Harry Clarke,Ross County FC,"Mar 2, 2001 (20)",0,0,16/12/2021 12:54,1.0,42177.0,161.0,True,Centre-Back,England,Null,1.0,2017-11-06 15:54:15+00:00,15235.0,435.0,False,42177.0,435.0,42177.0,inf
296,SPL,Jake Vokins,Ross County FC,"Mar 17, 2000 (21)",0,225000,16/12/2021 12:54,1.0,10084.0,35.0,True,Left-Back,England,Null,0.0,,0.0,0.0,,10084.0,35.0,10084.0,44.81777777777778
297,SPL,Connor Randall,Ross County FC,"Oct 21, 1995 (26)",0,360000,16/12/2021 12:54,1.0,69160.0,46.0,True,Right-Back,England,Null,0.0,,0.0,0.0,,69160.0,46.0,69160.0,192.11111111111111
298,SPL,Keith Watson,Ross County FC,"Nov 14, 1989 (32)",1,248000,16/12/2021 12:54,0.5,312.0,176.0,False,Right-Back,Scotland,Null,0.0,,0.0,0.0,,312.0,176.0,281.9780709185526,1.1370083504780346
299,SPL,Ross Callachan,Ross County FC,"Sep 4, 1993 (28)",0,405000,16/12/2021 12:54,1.0,7209.0,1133.0,True,Central Midfield,Scotland,Null,1.0,2011-08-12 20:52:38+00:00,5390.0,15389.0,False,7209.0,15389.0,7117.044463269999,17.57294929202469
300,SPL,Harry Paton,Ross County FC,"May 23, 1998 (23)",0,360000,16/12/2021 12:54,0.5,2517.0,28.0,False,Central Midfield,Canada,Null,0.5,2017-06-05 21:21:16+00:00,828.0,294.0,False,2517.0,294.0,2341.9705675904634,6.505473798862399
301,SPL,David Cancola,Ross County FC,"Oct 23, 1996 (25)",0,180000,16/12/2021 12:54,1.0,2136.0,129.0,True,Central Midfield,Austria,Null,0.0,,0.0,0.0,,2136.0,129.0,1977.6159748275445,10.986755415708581
302,SPL,Jack Burroughs,Ross County FC,"Mar 21, 2001 (20)",0,45000,16/12/2021 12:54,1.0,4081.0,35.0,True,Central Midfield,Scotland,England,1.0,2015-02-23 17:25:30+00:00,1477.0,752.0,True,4081.0,752.0,3874.4558634878376,86.09901918861861
303,SPL,Alex Robertson,Ross County FC,"Apr 17, 2003 (18)",0,0,16/12/2021 12:54,0.5,15924.0,17.0,False,Central Midfield,England,Australia,0.5,2017-01-18 22:45:59+00:00,1978.0,116.0,False,15924.0,116.0,15924.0,inf
304,SPL,Ben Paton,Ross County FC,"Aug 24, 2000 (21)",0,0,16/12/2021 12:54,1.0,4114.0,100.0,False,Left Midfield,Canada,Null,1.0,2017-06-05 18:43:55+00:00,520.0,120.0,False,4114.0,120.0,3907.4287062810117,inf
305,SPL,Regan Charles-Cook,Ross County FC,"Feb 14, 1997 (24)",0,270000,16/12/2021 12:54,0.5,3720.0,35.0,False,Left Winger,Grenada,England,0.5,2012-12-26 17:52:53+00:00,3326.0,7945.0,True,3720.0,7945.0,3515.474282948082,13.020275122029933
306,SPL,Joseph Hungbo,Ross County FC,"Jan 15, 2000 (21)",0,90000,16/12/2021 12:54,0.5,7182.0,33.0,False,Left Winger,England,Null,0.5,2018-06-10 20:41:28+00:00,1905.0,217.0,False,7182.0,217.0,7088.042091250151,78.7560232361128
307,SPL,Blair Spittal,Ross County FC,"Dec 19, 1995 (25)",0,293000,16/12/2021 12:54,0.5,4585.0,225.0,False,Right Winger,Scotland,Null,0.0,,0.0,0.0,,4585.0,225.0,4380.913953769817,14.951924756893574
308,SPL,Jordan White,Ross County FC,"Feb 4, 1992 (29)",0,315000,16/12/2021 12:54,0.5,2359.0,258.0,False,Centre-Forward,Scotland,Null,0.5,2020-03-08 15:33:43+00:00,1721.0,183.0,False,2359.0,258.0,2190.4469805155513,6.953799938144607
309,SPL,Dominic Samuel,Ross County FC,"Apr 1, 1994 (27)",0,225000,16/12/2021 12:54,1.0,11413.0,48.0,True,Centre-Forward,England,Antigua and Barbuda,0.0,,0.0,0.0,,11413.0,48.0,11413.0,50.724444444444444
310,SPL,Alex Samuel,Ross County FC,"Sep 20, 1995 (26)",0,180000,16/12/2021 12:54,1.0,4297.0,96.0,False,Centre-Forward,Wales,Null,1.0,2017-09-29 12:15:01+00:00,5686.0,345.0,True,5686.0,345.0,5508.669466295534,30.60371925719741
